Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,4.250000,4.125000,4.156250,0.702820,212800
1962-01-03,0.000000,4.187500,4.085938,4.187500,0.708104,422400
1962-01-04,0.000000,4.257813,4.187500,4.187500,0.708104,212800
1962-01-05,0.000000,4.171875,4.062500,4.078125,0.689609,315200
1962-01-08,0.000000,4.085938,4.031250,4.054688,0.685646,334400
1962-01-09,0.000000,4.085938,4.039063,4.054688,0.685646,315200
1962-01-10,0.000000,4.046875,4.000000,4.007813,0.677719,254400
1962-01-11,0.000000,4.031250,3.898438,3.992188,0.675077,225600
1962-01-12,0.000000,4.046875,3.914063,3.914063,0.661866,579200
1962-01-15,0.000000,3.960938,3.914063,3.953125,0.668471,211200
1962-01-16,0.000000,4.023438,3.937500,4.023438,0.680361,200000
1962-01-17,0.000000,4.031250,3.968750,3.992188,0.675077,113600
1962-01-18,0.000000,4.031250,3.976563,4.023438,0.680361,256000
1962-01-19,0.000000,4.015625,3.945313,3.976563,0.672435,142400
1962-01-22,0.000000,4.015625,3.953125,4.000000,0.676398,206400
1962-01-23,0.000000,4.039063,3.984375,3.984375,0.673756,137600
1962-01-24,0.000000,4.015625,3.968750,4.015625,0.679040,116800
1962-01-25,0.000000,4.031250,3.976563,3.992188,0.675077,347200
1962-01-26,0.000000,4.015625,3.976563,4.007813,0.677719,99200
1962-01-29,0.000000,4.023438,3.945313,3.945313,0.667150,180800
1962-01-30,0.000000,4.000000,3.945313,3.976563,0.672435,142400
1962-01-31,0.000000,4.187500,4.000000,4.125000,0.697536,273600
1962-02-01,0.000000,4.273438,4.109375,4.250000,0.718673,267200
1962-02-02,0.000000,4.312500,4.265625,4.296875,0.726599,200000
1962-02-05,0.000000,4.367188,4.281250,4.367188,0.738489,195200
1962-02-06,0.000000,4.375000,4.328125,4.375000,0.739810,176000
1962-02-07,0.000000,4.390625,4.343750,4.367188,0.738489,185600
1962-02-08,0.000000,4.375000,4.351563,4.359375,0.737168,97600
1962-02-09,0.000000,4.390625,4.281250,4.351563,0.735847,128000
1962-02-12,0.000000,4.343750,4.296875,4.312500,0.729242,92800
1962-02-13,0.000000,4.343750,4.250000,4.250000,0.718673,153600
1962-02-14,0.000000,4.250000,4.101563,4.125000,0.697536,150400
1962-02-15,0.000000,4.203125,4.117188,4.140625,0.700178,156800
1962-02-16,0.000000,4.203125,4.125000,4.140625,0.700178,182400
1962-02-19,0.000000,4.109375,4.070313,4.070313,0.690372,164800
1962-02-20,0.000000,4.234375,4.085938,4.234375,0.718199,145600
1962-02-21,0.000000,4.242188,4.187500,4.218750,0.715549,105600
1962-02-23,0.000000,4.218750,4.171875,4.179688,0.708923,104000
1962-02-26,0.000000,4.210938,4.125000,4.164063,0.706273,142400
1962-02-27,0.000000,4.187500,4.132813,4.132813,0.700972,104000
1962-02-28,0.000000,4.171875,4.093750,4.171875,0.707599,97600
1962-03-01,0.000000,4.210938,4.125000,4.156250,0.704948,116800
1962-03-02,0.000000,4.187500,4.093750,4.132813,0.700972,224000
1962-03-05,0.000000,4.148438,4.093750,4.093750,0.694348,169600
1962-03-06,0.000000,4.093750,4.062500,4.093750,0.694348,180800
1962-03-07,0.000000,4.125000,4.078125,4.125000,0.699648,108800
1962-03-08,0.000000,4.179688,4.125000,4.148438,0.703623,259200
1962-03-09,0.000000,4.179688,4.140625,4.156250,0.704948,148800
1962-03-12,0.000000,4.218750,4.171875,4.218750,0.715549,147200
1962-03-13,0.000000,4.351563,4.234375,4.343750,0.736750,272000
1962-03-14,0.000000,4.375000,4.351563,4.359375,0.739400,284800
1962-03-15,0.000000,4.382813,4.367188,4.375000,0.742050,115200
1962-03-16,0.000000,4.382813,4.359375,4.359375,0.739400,113600
1962-03-19,0.000000,4.375000,4.343750,4.351563,0.738075,136000
1962-03-20,0.000000,4.367188,4.343750,4.343750,0.736750,188800
1962-03-21,0.000000,4.375000,4.335938,4.367188,0.740726,113600
1962-03-22,0.000000,4.375000,4.320313,4.343750,0.736750,163200
1962-03-23,0.000000,4.359375,4.312500,4.351563,0.738075,96000
1962-03-26,0.000000,4.367188,4.328125,4.343750,0.736750,108800
1962-03-27,0.000000,4.343750,4.296875,4.320313,0.732775,113600
1962-03-28,0.000000,4.343750,4.304688,4.343750,0.736750,73600
1962-03-29,0.000000,4.375000,4.351563,4.367188,0.740726,139200
1962-03-30,0.000000,4.367188,4.335938,4.367188,0.740726,139200
1962-04-02,0.000000,4.367188,4.335938,4.359375,0.739400,97600
1962-04-03,0.000000,4.343750,4.210938,4.265625,0.723499,147200
1962-04-04,0.000000,4.265625,4.218750,4.218750,0.715549,140800
1962-04-05,0.000000,4.289063,4.156250,4.281250,0.726150,187200
1962-04-06,0.000000,4.335938,4.250000,4.296875,0.728799,96000
1962-04-09,0.000000,4.335938,4.265625,4.265625,0.723499,140800
1962-04-10,0.000000,4.343750,4.250000,4.335938,0.735425,134400
1962-04-11,0.000000,4.375000,4.289063,4.289063,0.727475,97600
1962-04-12,0.000000,4.367188,4.289063,4.335938,0.735425,185600
1962-04-13,0.000000,4.328125,4.289063,4.320313,0.732775,121600
1962-04-16,0.000000,4.343750,4.281250,4.296875,0.728799,86400
1962-04-17,0.000000,4.335938,4.281250,4.312500,0.731450,92800
1962-04-18,0.000000,4.320313,4.250000,4.250000,0.720850,124800
1962-04-19,0.000000,4.296875,4.257813,4.296875,0.728799,84800
1962-04-23,0.000000,4.335938,4.281250,4.296875,0.728799,118400
1962-04-24,0.000000,4.320313,4.273438,4.289063,0.727475,81600
1962-04-25,0.000000,4.304688,4.234375,4.265625,0.723499,166400
1962-04-26,0.000000,4.242188,4.164063,4.195313,0.711573,139200
1962-04-27,0.000000,4.234375,4.156250,4.187500,0.710249,160000
1962-04-30,0.000000,4.210938,3.968750,3.968750,0.673146,520000
1962-05-01,0.000000,4.093750,3.937500,4.070313,0.690372,300800
1962-05-02,0.000000,4.203125,4.148438,4.187500,0.710249,228800
1962-05-03,0.000000,4.304688,4.164063,4.250000,0.720850,166400
1962-05-04,0.000000,4.218750,4.140625,4.218750,0.715549,92800
1962-05-07,0.000000,4.242188,4.171875,4.171875,0.707599,118400
1962-05-08,0.000000,4.156250,4.093750,4.156250,0.704948,86400
1962-05-09,0.000000,4.171875,4.078125,4.101563,0.695673,121600
1962-05-10,0.000000,4.117188,4.007813,4.031250,0.683747,203200
1962-05-11,0.000000,4.070313,3.929688,3.929688,0.666520,179200
1962-05-14,0.000000,3.937500,3.757813,3.937500,0.667846,398400
1962-05-15,0.000000,4.117188,3.984375,4.046875,0.686397,254400
1962-05-16,0.000000,4.046875,3.960938,4.007813,0.679772,158400
1962-05-17,0.000000,4.000000,3.921875,3.960938,0.671821,137600
1962-05-18,0.000000,3.929688,3.843750,3.914063,0.663870,153600
1962-05-21,0.000000,3.984375,3.890625,3.976563,0.674471,99200
1962-05-22,0.000000,3.960938,3.851563,3.859375,0.654594,128000
1962-05-23,0.000000,3.843750,3.625000,3.625000,0.614842,444800
1962-05-24,0.000000,3.750000,3.625000,3.625000,0.614842,424000
1962-05-25,0.000000,3.671875,3.453125,3.593750,0.609542,400000
1962-05-28,0.000000,3.531250,3.140625,3.148438,0.534011,572800
1962-05-29,0.000000,3.625000,3.375000,3.609375,0.612192,1184000
1962-05-31,0.000000,3.617188,3.437500,3.437500,0.583040,633600
1962-06-01,0.000000,3.523438,3.320313,3.320313,0.563163,580800
1962-06-04,0.000000,3.359375,3.125000,3.156250,0.535337,520000
1962-06-05,0.000000,3.406250,3.062500,3.304688,0.560514,670400
1962-06-06,0.000000,3.343750,3.210938,3.281250,0.556538,289600
1962-06-07,0.000000,3.335938,3.265625,3.273438,0.555213,200000
1962-06-08,0.000000,3.343750,3.281250,3.281250,0.556538,152000
1962-06-11,0.000000,3.304688,3.195313,3.195313,0.541962,217600
1962-06-12,0.000000,3.195313,3.093750,3.101563,0.526061,310400
1962-06-13,0.000000,3.187500,3.031250,3.039063,0.515460,467200
1962-06-14,0.000000,3.140625,2.937500,2.960938,0.502209,481600
1962-06-15,0.000000,3.054688,2.664063,3.023438,0.512810,2419200
1962-06-18,0.000000,3.015625,2.773438,2.875000,0.487633,1001600
1962-06-19,0.000000,2.906250,2.835938,2.875000,0.487633,284800
1962-06-20,0.000000,2.914063,2.687500,2.742188,0.465107,520000
1962-06-21,0.000000,2.796875,2.695313,2.695313,0.457156,414400
1962-06-22,0.000000,2.804688,2.640625,2.640625,0.447881,438400
1962-06-25,0.000000,2.765625,2.570313,2.750000,0.466432,710400
1962-06-26,0.000000,2.773438,2.671875,2.695313,0.457156,328000
1962-06-27,0.000000,2.773438,2.679688,2.757813,0.467757,228800
1962-06-28,0.000000,2.976563,2.843750,2.953125,0.500884,654400
1962-06-29,0.000000,3.015625,2.890625,2.929688,0.496909,392000
1962-07-02,0.000000,3.023438,2.921875,3.007813,0.510160,163200
1962-07-03,0.000000,3.117188,3.000000,3.109375,0.527386,299200
1962-07-05,0.000000,3.117188,3.046875,3.117188,0.528711,224000
1962-07-06,0.000000,3.046875,2.976563,2.992188,0.507510,220800
1962-07-09,0.000000,3.101563,2.968750,3.101563,0.526061,214400
1962-07-10,0.000000,3.250000,3.070313,3.085938,0.523411,600000
1962-07-11,0.000000,3.140625,2.984375,3.125000,0.530036,300800
1962-07-12,0.000000,3.203125,3.109375,3.132813,0.531361,248000
1962-07-13,0.000000,3.125000,3.062500,3.125000,0.530036,132800
1962-07-16,0.000000,3.226563,3.101563,3.203125,0.543287,171200
1962-07-17,0.000000,3.226563,3.062500,3.085938,0.523411,206400
1962-07-18,0.000000,3.078125,3.000000,3.031250,0.514135,227200
1962-07-19,0.000000,3.156250,3.007813,3.023438,0.512810,254400
1962-07-20,0.000000,3.085938,3.023438,3.062500,0.519436,147200
1962-07-23,0.000000,3.078125,3.000000,3.015625,0.511485,211200
1962-07-24,0.000000,3.031250,2.968750,2.976563,0.504860,123200
1962-07-25,0.000000,3.015625,2.906250,3.015625,0.511485,161600
1962-07-26,0.000000,3.062500,3.015625,3.031250,0.514135,132800
1962-07-27,0.000000,3.109375,3.031250,3.093750,0.524736,158400
1962-07-30,0.000000,3.171875,3.078125,3.156250,0.535337,222400
1962-07-31,0.000000,3.218750,3.156250,3.179688,0.539312,323200
1962-08-01,0.000000,3.156250,3.093750,3.109375,0.527386,148800
1962-08-02,0.000000,3.179688,3.093750,3.171875,0.537987,131200
1962-08-03,0.000000,3.179688,3.109375,3.109375,0.527386,158400
1962-08-06,0.000000,3.132813,3.062500,3.085938,0.523411,99200
1962-08-07,0.000000,3.085938,3.046875,3.046875,0.516785,99200
1962-08-08,0.000000,3.125000,3.007813,3.109375,0.527386,112000
1962-08-09,0.000000,3.125000,3.062500,3.093750,0.524736,152000
1962-08-10,0.000000,3.109375,3.031250,3.085938,0.523411,123200
1962-08-13,0.000000,3.078125,3.023438,3.070313,0.520760,139200
1962-08-14,0.000000,3.140625,3.046875,3.117188,0.528711,270400
1962-08-15,0.000000,3.210938,3.101563,3.171875,0.537987,273600
1962-08-16,0.000000,3.203125,3.125000,3.179688,0.539312,196800
1962-08-17,0.000000,3.335938,3.179688,3.304688,0.560514,656000
1962-08-20,0.000000,3.429688,3.328125,3.382813,0.573764,363200
1962-08-21,0.000000,3.398438,3.343750,3.359375,0.571903,180800
1962-08-22,0.000000,3.492188,3.367188,3.468750,0.590522,390400
1962-08-23,0.000000,3.468750,3.351563,3.359375,0.571903,284800
1962-08-24,0.000000,3.390625,3.343750,3.375000,0.574562,131200
1962-08-27,0.000000,3.414063,3.382813,3.406250,0.579882,102400
1962-08-28,0.000000,3.414063,3.304688,3.312500,0.563922,148800
1962-08-29,0.000000,3.304688,3.250000,3.289063,0.559932,200000
1962-08-30,0.000000,3.328125,3.281250,3.304688,0.562592,84800
1962-08-31,0.000000,3.382813,3.289063,3.375000,0.574562,179200
1962-09-04,0.000000,3.421875,3.320313,3.343750,0.569242,161600
1962-09-05,0.000000,3.320313,3.250000,3.296875,0.561262,148800
1962-09-06,0.000000,3.265625,3.187500,3.257813,0.554612,318400
1962-09-07,0.000000,3.250000,3.203125,3.210938,0.546632,118400
1962-09-10,0.000000,3.218750,3.148438,3.218750,0.547962,118400
1962-09-11,0.000000,3.234375,3.171875,3.187500,0.542642,152000
1962-09-12,0.000000,3.203125,3.164063,3.195313,0.543972,108800
1962-09-13,0.000000,3.242188,3.164063,3.234375,0.550622,113600
1962-09-14,0.000000,3.367188,3.250000,3.343750,0.569242,134400
1962-09-17,0.000000,3.359375,3.312500,3.343750,0.569242,158400
1962-09-18,0.000000,3.367188,3.296875,3.320313,0.565252,139200
1962-09-19,0.000000,3.335938,3.296875,3.320313,0.565252,99200
1962-09-20,0.000000,3.343750,3.289063,3.289063,0.559932,156800
1962-09-21,0.000000,3.281250,3.171875,3.187500,0.542642,204800
1962-09-24,0.000000,3.156250,3.062500,3.062500,0.521362,286400
1962-09-25,0.000000,3.101563,2.992188,3.093750,0.526682,174400
1962-09-26,0.000000,3.117188,3.015625,3.023438,0.514712,153600
1962-09-27,0.000000,3.085938,3.000000,3.015625,0.513382,217600
1962-09-28,0.000000,3.054688,3.000000,3.031250,0.516042,142400
1962-10-01,0.000000,3.054688,2.945313,2.945313,0.501412,188800
1962-10-02,0.000000,3.007813,2.968750,2.984375,0.508062,227200
1962-10-03,0.000000,3.023438,2.968750,2.976563,0.506732,105600
1962-10-04,0.000000,3.000000,2.953125,3.000000,0.510722,113600
1962-10-05,0.000000,3.046875,3.000000,3.046875,0.518702,88000
1962-10-08,0.000000,3.085938,3.054688,3.062500,0.521362,76800
1962-10-09,0.000000,3.085938,3.054688,3.078125,0.524022,70400
1962-10-10,0.000000,3.132813,3.070313,3.070313,0.522692,193600
1962-10-11,0.000000,3.070313,3.039063,3.046875,0.518702,86400
1962-10-12,0.000000,3.046875,3.015625,3.023438,0.514712,84800
1962-10-15,0.000000,3.101563,3.015625,3.085938,0.525352,94400
1962-10-16,0.000000,3.101563,3.015625,3.023438,0.514712,113600
1962-10-17,0.000000,3.031250,2.960938,3.000000,0.510722,129600
1962-10-18,0.000000,3.039063,3.000000,3.007813,0.512052,132800
1962-10-19,0.000000,3.007813,2.929688,2.937500,0.500082,243200
1962-10-22,0.000000,2.898438,2.843750,2.875000,0.489442,334400
1962-10-23,0.000000,2.843750,2.757813,2.765625,0.470821,356800
1962-10-24,0.000000,3.000000,2.750000,3.000000,0.510722,443200
1962-10-25,0.000000,2.929688,2.828125,2.882813,0.490772,166400
1962-10-26,0.000000,2.898438,2.828125,2.835938,0.482792,107200
1962-10-29,0.000000,3.007813,2.906250,2.945313,0.501412,201600
1962-10-30,0.000000,3.023438,2.921875,3.007813,0.512052,176000
1962-10-31,0.000000,3.007813,2.945313,2.953125,0.502742,294400
1962-11-01,0.000000,3.046875,2.929688,3.039063,0.517372,377600
1962-11-02,0.000000,3.140625,3.007813,3.085938,0.525352,396800
1962-11-05,0.000000,3.117188,3.046875,3.085938,0.525352,227200
1962-11-07,0.000000,3.117188,3.023438,3.101563,0.528012,566400
1962-11-08,0.000000,3.109375,3.015625,3.039063,0.517372,412800
1962-11-09,0.000000,3.164063,3.031250,3.140625,0.534662,331200
1962-11-12,0.000000,3.210938,3.171875,3.203125,0.545302,244800
1962-11-13,0.000000,3.242188,3.125000,3.125000,0.532002,804800
1962-11-14,0.000000,3.203125,3.101563,3.203125,0.545302,179200
1962-11-15,0.000000,3.281250,3.195313,3.242188,0.551952,347200
1962-11-16,0.000000,3.273438,3.164063,3.265625,0.555942,156800
1962-11-19,0.000000,3.296875,3.218750,3.242188,0.554073,153600
1962-11-20,0.000000,3.328125,3.210938,3.328125,0.568759,233600
1962-11-21,0.000000,3.414063,3.335938,3.414063,0.583445,363200
1962-11-23,0.000000,3.453125,3.359375,3.375000,0.576770,228800
1962-11-26,0.000000,3.421875,3.328125,3.359375,0.574100,200000
1962-11-27,0.000000,3.437500,3.335938,3.437500,0.587451,300800
1962-11-28,0.000000,3.468750,3.406250,3.429688,0.586116,220800
1962-11-29,0.000000,3.437500,3.351563,3.375000,0.576770,118400
